url_length,url_entropy,url_digit_ratio,url_special_ratio,has_https,has_ip,domain_length,domain_entropy,num_subdomains,domain_digit_ratio,num_hyphens,num_underscores,suspicious_tld,domain_has_vowels,path_length,num_path_segments,path_entropy,has_exe,query_length,num_query_params,query_entropy,ttl_normalized,name_server_count,domain_age_days,has_page_rank,has_alexa_rank,has_organization,has_registrant,is_shortened,has_punycode,obfuscated,label,source
30,3.9898980954642873,0.4,0.26666666666666666,0.0,1.0,15,2.8729055953200557,0,0.8,0,0,0.0,0.0,8,1,2.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,urlhaus_text
18,3.6835423624332306,0.0,0.2777777777777778,0.0,0.0,10,3.121928094887362,0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,majestic_million
19,3.6421498816369033,0.0,0.2631578947368421,0.0,0.0,11,3.027169118440619,0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,majestic_million
19,3.642149881636903,0.0,0.2631578947368421,0.0,0.0,11,3.027169118440619,0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,majestic_million
39,4.458103180234289,0.05128205128205128,0.1794871794871795,1.0,0.0,22,4.004886164091841,1,0.0,1,0,0.0,1.0,9,1,2.94770277922009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,urlhaus_text
19,3.536886723742167,0.0,0.2631578947368421,0.0,0.0,11,3.095795255000934,0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,majestic_million
24,3.8035088547976788,0.0,0.20833333333333334,0.0,0.0,16,3.375,0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,majestic_million
35,4.014438730983426,0.4,0.2571428571428571,0.0,1.0,18,3.155221528859512,0,0.7777777777777778,0,0,0.0,0.0,10,1,3.121928094887362,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,urlhaus_text
22,3.663532754804254,0.0,0.2727272727272727,0.0,0.0,14,3.039148671903071,0,0.0,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,majestic_million
19,3.366091329119192,0.0,0.3157894736842105,0.0,0.0,11,2.913977073182752,0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,majestic_million
